speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,speaker4,speaker4_token_number,speaker4_expression_token_number,speaker4_expression_number,speaker4_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,file
S0326,1007,674,443,0.6693147964250248,S0330,2572,1728,1222,0.671850699844479,S0328,2283,894,676,0.3915900131406045,S0383,2686,1950,1330,0.7259865971705137,8548,5246,0.6137108095460927,3671,SDA8.tsv
S0397,2541,1677,1263,0.6599763872491146,S0391,1529,967,695,0.6324395029431,S0392,2195,1422,1069,0.6478359908883827,S0393,956,552,413,0.5774058577405857,7221,4618,0.6395236116881319,3440,SC2T.tsv
S0187,2333,1506,1097,0.6455207886840977,S0200,1697,1112,820,0.6552740129640542,S0387,1598,917,688,0.5738423028785983,S0188,1432,1088,794,0.7597765363128491,7060,4623,0.6548158640226629,3399,S376.tsv
S0392,2540,1672,1258,0.658267716535433,S0397,2204,1383,1004,0.6274954627949183,S0391,1404,866,611,0.6168091168091168,S0393,1525,941,711,0.6170491803278688,7673,4862,0.6336504626612798,3584,SYWR.tsv
S0544,1651,1072,739,0.6493034524530588,S0542,4689,2969,2148,0.6331840477713798,S0560,2685,1741,1260,0.6484171322160149,S0543,16,11,6,0.6875,9041,5793,0.6407477048999004,4153,SNNJ.tsv
S0415,817,420,360,0.5140758873929009,S0417,297,171,139,0.5757575757575758,S0418,84,60,49,0.7142857142857143,S0416,357,165,142,0.46218487394957986,1555,816,0.52475884244373,690,SLU4.tsv
S0617,603,370,269,0.6135986733001658,S0615,3327,2613,1905,0.7853922452660054,S0525,4434,2563,1984,0.5780333784393324,S0614,428,134,102,0.3130841121495327,8792,5680,0.6460418562329391,4260,SEPR.tsv
S0058,2115,1287,1044,0.6085106382978723,S0470,991,454,377,0.4581231079717457,S0428,13,3,3,0.23076923076923078,S0471,759,600,432,0.7905138339920948,3878,2344,0.6044352759154203,1856,SGSK.tsv
S0529,3505,2251,1551,0.6422253922967189,S0530,3566,2091,1493,0.5863712843522154,S0532,3737,2890,1922,0.7733476050307734,S0533,475,409,264,0.8610526315789474,11283,7641,0.6772135070459984,5230,SB5E.tsv
S0653,1376,711,579,0.5167151162790697,S0654,329,204,149,0.6200607902735562,S0655,417,302,221,0.7242206235011991,S0652,492,285,205,0.5792682926829268,2614,1502,0.5745983167559297,1154,SH64.tsv
S0416,1570,1003,776,0.6388535031847133,S0417,1154,753,562,0.6525129982668978,S0475,1583,966,737,0.6102337334175616,S0415,308,236,179,0.7662337662337663,4615,2958,0.6409534127843987,2254,SX2V.tsv
S0369,6577,4036,3111,0.6136536414778775,S0251,2669,1971,1401,0.738478831022855,S0368,1074,785,603,0.7309124767225326,S0252,1934,1396,1031,0.7218200620475698,12254,8188,0.6681899787824384,6146,SCPC.tsv
S0368,1909,1464,1024,0.7668936616029335,S0251,2090,1132,831,0.5416267942583732,S0369,6148,3848,2783,0.6258945998698764,S0252,1272,864,606,0.6792452830188679,11419,7308,0.6399859882651721,5244,SXDQ.tsv
S0329,4460,3308,2298,0.7417040358744394,S0446,2997,1908,1330,0.6366366366366366,S0352,5904,3738,2725,0.633130081300813,S0326,2983,1875,1270,0.6285618504860878,16344,10829,0.6625673029858052,7623,S6JP.tsv
S0587,740,401,342,0.5418918918918919,S0584,336,196,163,0.5833333333333334,S0583,623,381,315,0.6115569823434992,S0585,237,171,138,0.7215189873417721,1936,1149,0.59349173553719,958,SA2B.tsv
S0687,3635,2477,1813,0.6814305364511691,S0688,3549,2114,1565,0.5956607495069034,S0689,3373,2335,1646,0.6922620812333234,S0690,702,387,295,0.5512820512820513,11259,7313,0.6495248245847767,5319,SJM7.tsv
S0012,3191,2148,1530,0.6731432152930116,S0154,5381,3812,2739,0.7084185095707117,S0013,1067,724,566,0.6785379568884724,S0152,6384,4300,3028,0.6735588972431078,16023,10984,0.6855145728015977,7863,SAQD.tsv
S0432,2801,1946,1417,0.6947518743305963,S0500,1756,1149,806,0.6543280182232346,S0503,1597,1029,703,0.6443331246086412,S0499,368,190,142,0.5163043478260869,6522,4314,0.6614535418583257,3068,S4D8.tsv
S0531,1763,1030,742,0.5842314237095859,S0529,3831,2719,1906,0.7097363612633777,S0530,3475,2283,1627,0.656978417266187,S0532,476,291,203,0.6113445378151261,9545,6323,0.6624410686223153,4478,S43M.tsv
S0230,1419,1027,754,0.7237491190979564,S0198,4493,2892,2146,0.6436679278878255,S0192,2341,1365,1006,0.5830841520717642,S0229,1420,987,713,0.6950704225352112,9673,6271,0.6482993900547916,4619,S2KP.tsv
S0108,1051,615,487,0.5851569933396765,S0109,1266,807,622,0.6374407582938388,S0110,539,274,207,0.5083487940630798,S0107,235,128,94,0.5446808510638298,3091,1824,0.5901002911679069,1410,S9WB.tsv
S0564,2336,1660,1213,0.7106164383561644,S0565,505,336,258,0.6653465346534654,S0543,3237,2004,1518,0.6190917516218721,S0544,1921,1114,816,0.5799062988027069,7999,5114,0.63932991623953,3805,SBZ7.tsv
S0270,1953,1333,959,0.6825396825396826,S0268,2339,1236,894,0.5284309533988885,S0266,1399,799,567,0.5711222301644031,S0271,2411,1760,1233,0.7299875570302778,8102,5128,0.6329301407059985,3653,S7A6.tsv
S0511,1909,1084,884,0.5678365636458879,S0513,545,309,248,0.5669724770642202,S0514,689,432,349,0.6269956458635704,S0512,340,220,170,0.6470588235294118,3483,2045,0.5871375251220212,1651,SFSZ.tsv
S0511,2650,1679,1345,0.6335849056603774,S0512,357,235,184,0.6582633053221288,S0513,615,370,284,0.6016260162601627,S0514,1011,612,483,0.6053412462908012,4633,2896,0.6250809410748974,2296,SFQE.tsv
S0337,1981,1259,936,0.6355376072690561,S0346,1979,1306,977,0.6599292572006064,S0336,2865,1912,1407,0.6673647469458988,S0347,1821,1227,906,0.6738056013179572,8646,5704,0.6597270414064307,4226,SM99.tsv
S0336,4790,3155,2129,0.6586638830897703,S0349,1646,913,597,0.554678007290401,S0350,2049,1435,963,0.7003416300634456,S0344,11002,8343,5543,0.7583166696964189,19487,13846,0.7105249653615231,9232,SD3R.tsv
S0316,12455,8938,5899,0.7176234443998394,S0255,16695,11773,7888,0.7051811919736448,S0256,11821,8404,5406,0.7109381609000931,S0260,328,291,176,0.8871951219512195,41299,29406,0.7120269255914187,19369,SMW8.tsv
S0400,2301,1338,941,0.5814863102998696,S0246,4503,2922,2073,0.6489007328447701,S0245,1247,775,536,0.6214915797914996,S0249,4388,3214,2197,0.7324521422060164,12439,8249,0.6631562022670633,5747,STXT.tsv
S0690,723,410,303,0.5670816044260027,S0688,1398,911,659,0.6516452074391988,S0689,2595,1496,1133,0.5764932562620424,S0687,2360,1462,1078,0.6194915254237288,7076,4279,0.6047201808931599,3173,S8CV.tsv
S0688,1171,664,541,0.5670367207514945,S0687,756,479,370,0.6335978835978836,S0690,111,55,44,0.4954954954954955,S0689,820,484,397,0.5902439024390244,2858,1682,0.5885234429671099,1352,S86J.tsv
S0198,5329,3653,2812,0.685494464252205,S0231,3342,2160,1619,0.6463195691202872,S0230,97,81,51,0.8350515463917526,S0229,99,59,41,0.5959595959595959,8867,5953,0.6713657381301454,4523,SVZH.tsv
S0202,4715,3289,2407,0.697560975609756,S0216,3129,1894,1340,0.605305209332055,S0219,1455,934,610,0.6419243986254296,S0208,864,717,485,0.8298611111111112,10163,6834,0.672439240381777,4842,SZ95.tsv
S0652,1191,741,556,0.6221662468513854,S0655,791,494,356,0.6245259165613148,S0653,2186,1301,989,0.5951509606587374,S0654,1014,642,466,0.6331360946745562,5182,3178,0.6132767271323813,2367,S47C.tsv
S0202,1906,1167,901,0.612277019937041,S0208,1397,917,684,0.6564065855404438,S0218,475,189,151,0.39789473684210525,S0222,386,243,172,0.6295336787564767,4164,2516,0.6042267050912584,1908,SEBP.tsv
S0058,2689,1840,1402,0.6842692450725176,S0026,2594,1470,1142,0.566692367000771,S0120,2108,1334,1040,0.6328273244781784,S0179,639,418,318,0.6541471048513302,8030,5062,0.6303860523038606,3902,SUKT.tsv
S0142,5341,3973,2879,0.7438681894776259,S0024,2544,1553,1121,0.6104559748427673,S0144,2686,1631,1202,0.607222635889799,S0143,1401,771,583,0.550321199143469,11972,7928,0.662211827597728,5785,SP6E.tsv
S0417,456,311,237,0.6820175438596491,S0416,771,455,351,0.5901426718547341,S0475,1738,831,718,0.4781357882623705,S0415,48,13,10,0.2708333333333333,3013,1610,0.5343511450381679,1316,S477.tsv
S0294,5145,3468,2471,0.6740524781341107,S0012,3671,2369,1696,0.6453282484336693,S0295,743,525,345,0.7065948855989233,S0013,717,504,366,0.702928870292887,10276,6866,0.6681588166601791,4878,SVX4.tsv
S0345,4069,2909,2016,0.7149176701892357,S0344,5251,3122,2120,0.5945534183964959,S0337,1880,1218,878,0.6478723404255319,S0336,4539,3203,2168,0.7056620400969377,15739,10452,0.6640828515153441,7182,S85D.tsv
S0094,1124,759,604,0.6752669039145908,S0071,1110,617,473,0.5558558558558558,S0087,1207,738,578,0.6114333057166529,S0095,145,76,59,0.5241379310344828,3586,2190,0.6107083100948132,1714,SHKF.tsv
S0393,2034,1271,913,0.6248770894788593,S0391,3657,2520,1750,0.6890894175553732,S0392,3829,2685,1892,0.7012274745364325,S0390,3724,2536,1800,0.6809881847475833,13244,9012,0.680459075807913,6355,SJRQ.tsv
S0144,486,254,200,0.522633744855967,S0024,517,265,220,0.5125725338491296,S0013,259,157,118,0.6061776061776062,S0012,905,566,434,0.625414364640884,2167,1242,0.573142593447162,972,S8YL.tsv
S0104,2383,1643,1295,0.6894670583298363,S0167,1130,551,429,0.48761061946902656,S0379,1289,817,634,0.6338246702870443,S0110,101,68,51,0.6732673267326733,4903,3079,0.627982867632062,2409,SBKM.tsv
S0123,945,430,366,0.455026455026455,S0109,290,149,118,0.5137931034482759,S0034,495,266,214,0.5373737373737374,S0050,355,271,204,0.7633802816901408,2085,1116,0.5352517985611511,902,S5P8.tsv
S0493,4268,2740,2074,0.6419868791002812,S0492,2878,2028,1474,0.7046560111188325,S0666,429,206,161,0.4801864801864802,S0604,2402,1671,1237,0.6956702747710242,9977,6645,0.6660318733086098,4946,SWGV.tsv
S0547,536,342,273,0.6380597014925373,S0548,571,296,239,0.5183887915936952,S0549,877,561,442,0.6396807297605474,S0550,231,124,101,0.5367965367965368,2215,1323,0.5972911963882619,1055,SNK6.tsv
S0547,437,296,227,0.6773455377574371,S0549,911,497,403,0.5455543358946213,S0548,572,350,282,0.6118881118881119,S0550,369,179,140,0.48509485094850946,2289,1322,0.5775447793796418,1052,S2Y5.tsv
S0043,2189,1342,1016,0.6130653266331658,S0039,200,59,42,0.295,S0158,2512,1589,1185,0.6325636942675159,S0126,962,716,480,0.7442827442827443,5863,3706,0.6320996077093638,2723,S7JF.tsv
S0266,424,305,239,0.7193396226415094,S0308,2165,1261,940,0.5824480369515012,S0309,2113,998,758,0.47231424514907716,S0268,294,182,131,0.6190476190476191,4996,2746,0.5496397117694155,2068,SBFN.tsv
S0273,2505,1270,979,0.5069860279441117,S0266,1238,923,645,0.7455573505654282,S0272,3931,2813,2101,0.7155939964385652,S0268,44,31,24,0.7045454545454546,7718,5037,0.6526302150816273,3749,SZBD.tsv
S0260,2096,901,711,0.42986641221374045,S0259,909,589,437,0.647964796479648,S0255,1758,1306,969,0.7428896473265074,S0356,634,526,368,0.8296529968454258,5397,3322,0.6155271447100241,2485,SJFG.tsv
S0475,3670,2455,1816,0.6689373297002725,S0417,2574,1787,1350,0.6942501942501943,S0476,3140,2228,1557,0.7095541401273885,S0418,5,0,0,0.0,9389,6470,0.6891042709553733,4723,SZB2.tsv
S0326,3320,2160,1456,0.6506024096385542,S0329,4467,2977,2017,0.6664428027759123,S0466,5044,3126,2200,0.619746233148295,S0328,4728,3337,2254,0.7057952622673435,17559,11600,0.6606298764166524,7927,SJHL.tsv
S0119,4761,3301,2288,0.6933417349296366,S0173,3373,1976,1423,0.5858286391935962,S0054,5412,3492,2536,0.6452328159645233,S0069,518,336,228,0.6486486486486487,14064,9105,0.6473976109215017,6475,SV49.tsv
S0144,873,561,442,0.6426116838487973,S0013,1196,790,601,0.6605351170568562,S0012,2776,1654,1221,0.595821325648415,S0024,1706,1089,828,0.638335287221571,6551,4094,0.6249427568310182,3092,SCZV.tsv
S0339,1112,776,630,0.697841726618705,S0338,675,355,294,0.5259259259259259,S0337,597,317,273,0.5309882747068677,S0336,251,139,114,0.5537848605577689,2635,1587,0.6022770398481974,1311,S67P.tsv
S0428,1072,690,560,0.6436567164179104,S0479,1042,485,403,0.4654510556621881,S0240,166,112,92,0.6746987951807228,S0478,7,1,1,0.14285714285714285,2287,1288,0.5631832094446874,1056,SQQX.tsv
S0655,368,243,191,0.6603260869565217,S0653,826,392,316,0.4745762711864407,S0654,358,197,157,0.5502793296089385,S0652,528,322,257,0.6098484848484849,2080,1154,0.5548076923076923,921,S8TN.tsv
S0689,2683,1817,1326,0.6772269847185985,S0688,1988,1110,820,0.5583501006036218,S0687,3006,1918,1364,0.6380572188955422,S0690,617,393,284,0.6369529983792545,8294,5238,0.6315408729201832,3794,SKL3.tsv
S0261,3391,2353,1731,0.6938956060159245,S0388,1170,728,552,0.6222222222222222,S0401,1738,1189,909,0.6841196777905638,S0262,4122,2627,1951,0.6373119844735565,10421,6897,0.6618366759428078,5143,SG56.tsv
S0330,728,485,353,0.6662087912087912,S0326,851,530,391,0.6227967097532315,S0331,1516,786,593,0.5184696569920845,S0328,1768,1144,852,0.6470588235294118,4863,2945,0.6055932551922681,2189,SWF6.tsv
S0012,1036,653,517,0.6303088803088803,S0024,956,531,402,0.555439330543933,S0144,299,193,139,0.6454849498327759,S0013,374,197,143,0.5267379679144385,2665,1574,0.5906191369606004,1201,SBPW.tsv
S0588,2894,1930,1399,0.6668970283344852,S0590,6516,4100,2991,0.629220380601596,S0616,6347,4473,3098,0.7047423979832992,S0589,2348,1705,1179,0.7261499148211243,18105,12208,0.6742888704777685,8667,S263.tsv
S0587,4962,3332,2416,0.6715034260378879,S0584,3681,2332,1653,0.6335234990491714,S0643,2157,1432,995,0.6638850254983774,S0682,1562,1234,848,0.7900128040973111,12362,8330,0.6738391845979615,5912,SZAK.tsv
S0411,1715,1115,878,0.6501457725947521,S0417,1391,818,628,0.5880661394680087,S0416,1469,894,699,0.6085772634445201,S0412,139,91,59,0.6546762589928058,4714,2918,0.6190072125583369,2264,STA2.tsv
S0673,622,408,319,0.6559485530546624,S0674,582,252,210,0.4329896907216495,S0675,1328,834,656,0.6280120481927711,S0671,848,523,405,0.6167452830188679,3380,2017,0.5967455621301775,1590,SA9P.tsv
S0278,8383,6055,4231,0.7222951210783729,S0012,1493,919,635,0.6155391828533154,S0013,2043,1581,1103,0.7738619676945668,S0370,3105,1747,1228,0.5626409017713365,15024,10302,0.685702875399361,7197,SFER.tsv
S0517,7445,5333,3502,0.7163196776359974,S0570,6163,4350,2879,0.7058250851857861,S0572,3654,2069,1426,0.5662287903667214,S0571,10676,7796,5028,0.7302360434619708,27938,19548,0.6996921755315341,12835,S4TV.tsv
S0208,968,588,453,0.6074380165289256,S0219,657,499,338,0.7595129375951294,S0202,2540,1547,1195,0.6090551181102363,S0216,877,580,413,0.661345496009122,5042,3214,0.6374454581515272,2399,SJSS.tsv
S0689,1776,1084,814,0.6103603603603603,S0688,2135,1390,1033,0.6510538641686182,S0687,2292,1504,1127,0.6561954624781849,S0690,1535,856,652,0.5576547231270358,7738,4834,0.6247092271904885,3626,SLJW.tsv
S0210,193,82,72,0.42487046632124353,S0208,434,265,226,0.6105990783410138,S0212,451,283,221,0.6274944567627494,S0202,662,389,320,0.5876132930513596,1740,1019,0.585632183908046,839,SKA7.tsv
S0361,4972,3172,2249,0.6379726468222043,S0261,2443,1710,1223,0.6999590667212444,S0262,3048,2160,1681,0.7086614173228346,S0360,5555,3768,2782,0.6783078307830783,16018,10810,0.6748657760019977,7935,SYHP.tsv
